MeasuredID,Name,Intervals,Tonic,Variants,Culture,Region,SocID,Reference,RefID,Primary_source?,Country,Measured_type,Instrument,Inst_type,Melodic / Harmonic,Octave_modified,Reduced_scale,Notes
M0407,Slendro 4,270;200;266;239;243,1,N/A,Gamelan,South East Asia,Gam17,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Indonesia,Instrument,Saron,Idiophone,N/A,N,N,N/A
M0408,Pelog 1,137;309;129;112;133;278;102,1,N/A,Gamelan,South East Asia,Gam17,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Indonesia,Instrument,Gamband and Bonang and Saron,Idiophone,N/A,N,N,N/A
M0409,Ti-tsu,178;161;109;214;226;215;93,N/A,N/A,China,East Asia,Chi15,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,China,Instrument,Ti-tzu,Aerophone,N/A,N,N,N/A
M0410,So-na,145;152;143;197;176;201;202,N/A,N/A,China,East Asia,Chi15,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,China,Instrument,Suona,Aerophone,N/A,N,N,N/A
M0411,Sheng,210;128;160;217;193;132;159;214;151;182,N/A,N/A,China,East Asia,Chi15,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,China,Instrument,Sheng,Aerophone,N/A,N,N,N/A
M0412,Pien-lo,169;198;219;88;101;287;114,1,N/A,China,East Asia,Chi15,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,China,Instrument,Yunluo,Idiophone,N/A,N,N,"Two intervals are omitted, as the played ignored them during a demonstration (I recorded the notes corresponding to the 'Placed' row)."
M0413,Yan-lo,52;188;26;152;19;149;3;123;26,N/A,N/A,China,East Asia,Chi15,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,China,Instrument,Yunluo,Idiophone,N/A,N,N,N/A
M0414,Yang-chin,169;105;217;170;217;118;202,1,N/A,China,East Asia,Chi15,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,China,Instrument,Yangqin,Chordophone,N/A,N,N,N/A
M0415,Sien tsu,189;197;316;191;312,1,N/A,China,East Asia,Chi15,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,China,Instrument,Sanxian,Chordophone,N/A,N,N,N/A
M0416,Pi-Pa,145;206;196;227;321,1,N/A,China,East Asia,Chi15,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,China,Instrument,Pipa,Chordophone,N/A,N,N,N/A
M0417,Bells,313;167;244,N/A,N/A,China,East Asia,Chi15,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,China,Instrument,Bells,Idiophone,N/A,N,N,N/A
M0418,Biwa,202;79;90;95,N/A,N/A,Japan,East Asia,Jap5,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Japan,Instrument,Biwa,Chordophone,N/A,N,N,N/A
M0419,Koto female,719;193;164;362;82;398,2,N/A,Japan,East Asia,Jap5,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Japan,Instrument,Koto,Chordophone,N/A,N,N,N/A
M0420,Koto master,683;185;152;346;107;410,2,N/A,Japan,East Asia,Jap5,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,Y,Japan,Instrument,Koto,Chordophone,N/A,N,N,N/A
M0421,Burma 1,166;181;168;179;173;179;167;159;177;160;180;175;169;163;187,1;2;3;4;5;6;7;1;2;3;4;5;6;7;1;2,"1;2;3;5;6,1;2;4;5;6,1;3;4;5;6,1;3;4;5;7",Myanmar,South East Asia,Mya29,"Robert Garfias. Preliminary thoughts on burmese modes. Asian Music, 7(1):39-49, 1975",44,Y,Myanmar,Instrument,Pattala,Chordophone,N/A,N,N,"There seems to be a mistake in the text: up to 17 intervals are given, but only 17 notes are listed, with one 'IV' missing, yet the interval from 'III' to 'V' is no bigger than all of the other intervals. There is no discussion of this discrepancy in the text, so I assume it is just a mistake in the table."
M0422,Burma 2,162;173;183;154;175;168;153;174;171;170;169;204;160;176;179;195,1;2;3;4;5;6;7;1;2;3;4;5;6;7;1;2;3,"1;2;3;5;6,1;2;4;5;6,1;3;4;5;6,1;3;4;5;7",Myanmar,South East Asia,Mya29,"Robert Garfias. Preliminary thoughts on burmese modes. Asian Music, 7(1):39-49, 1975",44,Y,Myanmar,Instrument,Kyi Waing,Idiophone,N/A,N,N,"There seems to be a mistake in the text: up to 17 intervals are given, but only 17 notes are listed, with one 'IV' missing, yet the interval from 'III' to 'V' is no bigger than all of the other intervals. There is no discussion of this discrepancy in the text, so I assume it is just a mistake in the table."
M0423,Burma 3,193;187;163;149;183;187;159;175;181;165;184;172;155;176;168;188;143,1;2;3;4;5;6;7;1;2;3;4;5;6;7;1;2;3;4,"1;2;3;5;6,1;2;4;5;6,1;3;4;5;6,1;3;4;5;7",Myanmar,South East Asia,Mya29,"Robert Garfias. Preliminary thoughts on burmese modes. Asian Music, 7(1):39-49, 1975",44,Y,Myanmar,Instrument,Kyi Waing,Idiophone,N/A,N,N,"There seems to be a mistake in the text: up to 17 intervals are given, but only 17 notes are listed, with one 'IV' missing, yet the interval from 'III' to 'V' is no bigger than all of the other intervals. There is no discussion of this discrepancy in the text, so I assume it is just a mistake in the table."
M0424,Kaen baet 1,190;97;213;200;87;213;205;183;100;217;206;85;192;217,1;2;3;4;5;6;7;1;2;3;4;5;6;7;1,"7;1;3;4;5,3;4;6;7;1,4;5;7;1;2,1;3;4;5;7,4;6;7;1;3,5;7;1;2;4",Lao,South East Asia,Lao84,"T. E. Miller. Traditional Music of the Lao: Kaen Playing and Mawlum Singing in Northeast Thailand. Number 13. Praeger, 1985",54,Y,Thailand,Instrument,Kaen,Aerophone,N/A,N,N,"Two tunings are listed, from separate blowings on the same instrument, but they are very similar; I am reporting the average here. In this case, the 'tonic' column does not indicate the tonic, but instead a tuning system.  The tonic is given by the first note in each mode."
M0425,Kaen baet 2,199;95;208;200;103;199;202;189;109;204;206;101;194;214,1;2;3;4;5;6;7;1;2;3;4;5;6;7;1,"7;1;3;4;5,3;4;6;7;1,4;5;7;1;2,1;3;4;5;7,4;6;7;1;3,5;7;1;2;4",Lao,South East Asia,Lao84,"T. E. Miller. Traditional Music of the Lao: Kaen Playing and Mawlum Singing in Northeast Thailand. Number 13. Praeger, 1985",54,Y,Thailand,Instrument,Kaen,Aerophone,N/A,N,N,"Two tunings are listed, from separate blowings on the same instrument, but they are very similar; I am reporting the average here. In this case, the 'tonic' column does not indicate the tonic, but instead a tuning system.  The tonic is given by the first note in each mode."
M0426,Qanun,96;105;115;40;64;74;110;96;103;100;94;50;46;107,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,"1;3;5;7;9;13,3;4;8;9;11;13;15,3;5;7;8;11;12;15,1;3;4;7;9;10;14",Egypt,Middle East,Egy97,"M. Mokhtar and A. M. Mosharrafa. Modes in modern egyptian music. Nature, 140(3543):548-549, 1937. doi: 10.1038/140548b0",57,Y,Egypt,Instrument,Qanun,Chordophone,N/A,N,Y,N/A
M0427,First,150;161;199;190;122;183;194,1,N/A,Byzantine,Western,Byz95,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,Y,Greece,Recording,Voice,Voice,M,N,Y,N/A
M0428,First Plagal,195;100;205;206;112;183;200,1,N/A,Byzantine,Western,Byz95,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,Y,Greece,Recording,Voice,Voice,M,N,Y,N/A
M0429,Second,139;222;132;217;144;163;183,1,N/A,Byzantine,Western,Byz95,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,Y,Greece,Recording,Voice,Voice,M,N,Y,N/A
M0430,Second Plagal,111;278;116;206;90;194;205,1,N/A,Byzantine,Western,Byz95,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,Y,Greece,Recording,Voice,Voice,M,N,Y,N/A
M0431,Third,200;178;111;206;194;311,1,N/A,Byzantine,Western,Byz95,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,Y,Greece,Recording,Voice,Voice,M,N,Y,N/A
M0432,Grave,200;173;117;194;207;311,1,N/A,Byzantine,Western,Byz95,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,Y,Greece,Recording,Voice,Voice,M,N,Y,N/A
M0433,Fourth,139;200;189;133;184;228;128,1,N/A,Byzantine,Western,Byz95,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,Y,Greece,Recording,Voice,Voice,M,N,Y,N/A
M0434,Fourth Plagal,222;156;139;201;199;172;111,1,N/A,Byzantine,Western,Byz95,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,Y,Greece,Recording,Voice,Voice,M,N,Y,N/A
